room_id,diff_no_reply_rate
2,-0.04
3,-0.005021520803443327
4,0.07575757575757576
5,-0.3157894736842105
6,-0.07204968944099378
7,0.08333333333333333
8,0.02564102564102564
9,-0.010416666666666666
10,-0.025
11,0.13636363636363635
12,-0.0170167725126201
13,-0.056914893617021275
14,0.03571428571428571
16,0.08
17,-0.017075596816976124
